"bfhnr_2","bfhnr_1","erhebjahr_1","erhebjahr_2","bestandestyp_2","besttyp_2d","humusform_2","agghu_typ_2","eu_humusform","bodentyp_2","bodentypgr_2","bodenklasse_2","podsoligkeit_2","gruendigkeit_2","wrb"
120186,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","-9","BB","BB","B","p3","+110",NA
120187,NA,-2,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM","-9","BB","BB","B","p2","+95",NA
120188,NA,-2,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOM","MOM","-9","LF-BB","BB","B","p3",NA,NA
130010,13010,1992,2005,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","BB","BB","B","p1","+90","-1/-1/-1/-1/-1"
130013,13013,1992,2005,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM","-9","BB-LF","LF","L","p1","+90","-1/-1/-1/-1/-1"
130014,13014,1992,2005,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM","-9","PP-BB","BB","B","p2","+90","-1/-1/-1/-1/-1"
130017,13017,1992,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MUO","MU","-9","BB","BB","B","p1","+90","-1/-1/-1/-1/-1"
130022,13022,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB-PP","PP","P","p3","+90","-1/-1/-1/-1/-1"
130023,13023,1992,2005,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","-9","PP","PP","P","p4","+90","-1/-1/-1/-1/-1"
130026,13026,1992,2005,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU","-9","LL-BB","BB","B","p1","+90","-1/-1/-1/-1/-1"
130027,13027,1992,2005,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOM","MOM","-9","BB","BB","B","p2","+90","-1/-1/-1/-1/-1"
130028,13028,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","BB","BB","B","p2","+90","-1/-1/-1/-1/-1"
130029,13029,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRR","MR","-9","PP","PP","P","p4","+90","-1/-1/-1/-1/-1"
130032,13032,1992,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT","-9","BB","BB","B","p1","+90","-1/-1/-1/-1/-1"
130033,13033,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB-PP","PP","P","p3","+110","-1/-1/-1/-1/-1"
130036,13036,1992,2005,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM","-9","BB","BB","B","p1","+90","-1/-1/-1/-1/-1"
130037,13037,1992,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MRR","MR","-9","BB","BB","B","p2","+90","-1/-1/-1/-1/-1"
130039,13039,1992,2005,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","BB","BB","B","p2","+90","-1/-1/-1/-1/-1"
130042,13042,1992,2005,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p2","+90","-1/-1/-1/-1/-1"
130044,13044,1992,2005,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p1","+90","-1/-1/-1/-1/-1"
130046,13046,1992,2005,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p2","+90","-1/-1/-1/-1/-1"
130047,13047,1992,2005,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","BB","BB","B","p2","+90","-1/-1/-1/-1/-1"
130048,13048,1992,2005,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM","-9","BB","BB","B","p1","+90","-1/-1/-1/-1/-1"
130050,13050,1992,2005,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","BB","BB","B","p1","+90","-1/-1/-1/-1/-1"
130051,13051,1992,2005,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p2","+90","-1/-1/-1/-1/-1"
130052,13052,1992,2005,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p1","+90","-1/-1/-1/-1/-1"
130056,13056,1992,2005,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","BB","BB","B","p1","+90","-1/-1/-1/-1/-1"
130057,13057,1992,2005,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","BB","BB","B","p1","+90","-1/-1/-1/-1/-1"
130059,13059,1992,2005,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","PP-BB","BB","B","p3","+90","-1/-1/-1/-1/-1"
130060,13060,1992,2005,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","PP","PP","P","p4","+90","-1/-1/-1/-1/-1"
130061,13061,1992,2005,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","GG-PP","PP","P","p4","+90","-1/-1/-1/-1/-1"
130064,13064,1992,2005,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","PP-RQ","RQ","R","p3","+90","-1/-1/-1/-1/-1"
130068,13068,1992,2005,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","-9","BB-PP","PP","P","p4","+90","-1/-1/-1/-1/-1"
130069,13069,1992,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUF","MUF","-9","GH","GH","G","p3","+110","110/-1/-1/-1/-1"
130070,13070,1992,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUF","MUF","-9","SS","SS","S","p1","+90","205/-1/-1/-1/-1"
130071,13071,1992,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MUO","MU","-9","DD-BB","BB","B","p1",NA,"130/-1/-1/-1/-1"
130072,13072,1992,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUT","MU","-9","SS","SS","S","p1","+110","198/-1/-1/-1/-1"
130073,13073,1992,2007,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOM","MOM","-9","SS","SS","S","p3","+100","198/-1/-1/-1/-1"
130074,13074,1992,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOM","MOM","-9","SS-LL","LL","L","p1","+100","198/-1/-1/-1/-1"
130075,13075,1992,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","-9","-9","-9","HN","HN","H","p1","+480","247/-1/-1/-1/-1"
130076,13076,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRA","MR","-9","BB","BB","B","p3","+110","135/-1/-1/-1/-1"
130077,13077,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM","-9","GG-RQ","RQ","R","p1","+210","135/-1/-1/-1/-1"
130078,13078,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU","-9","BB-LF","LF","L","p1","+205","131/-1/-1/-1/-1"
130079,13079,1992,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MRA","MR","-9","LL","LL","L","p3","+180","131/-1/-1/-1/-1"
130080,13080,1992,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","-9","RN","RN","R","p1","+120","131/-1/-1/-1/-1"
130081,13081,1992,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRR","MR","-9","BB","BB","B","p2","+115","131/-1/-1/-1/-1"
130082,13082,1992,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MRA","MR","-9","BB","BB","B","p2","+110","130/-1/-1/-1/-1"
130083,13083,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM","-9","BB","BB","B","p2","+210","217/-1/-1/-1/-1"
130084,13084,1992,2007,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOM","MOM","-9","BB","BB","B","p2","+155","131/-1/-1/-1/-1"
130088,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM","-9","BB","BB","B","p1","+200","129/-1/-1/-1/-1"
140001,14001,1992,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOA","MOT","-9","BB","BB","B",NA,"+90",NA
140002,14002,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU","-9","BB","BB","B",NA,NA,NA
140003,14003,1992,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOA","MOT","-9","BB-SS","SS","S",NA,NA,NA
140004,14004,1992,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","-9","BB","BB","B",NA,NA,NA
140005,14005,1992,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOR","MOT","-9","SS","SS","S",NA,"+90",NA
140006,14006,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROA","RO","2","PP-GG","GG","G",NA,"+180",NA
140007,14007,1992,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MRR","MR","-9","SS","SS","S","p2","+90",NA
140008,14008,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO",NA,"BB","BB","B","p2","+190",NA
140009,14009,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRR","MR","-9","BB","BB","B","p2","+180",NA
140010,14010,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","-2","-2",NA,"PP-GG","GG","G",NA,"+140",NA
140011,14011,1992,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","ROR","RO","-9","GG-PP","PP","P",NA,"+110",NA
140012,14012,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRA","MR","2","PP-GG","GG","G","-9","+130",NA
140013,14013,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRA","MR","2","BB","BB","B","p2","+140",NA
140014,14014,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","-9","YU","YU","Y","p2","+140",NA
140015,14015,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRR","MR","-9","GG-PP","PP","P",NA,"+140",NA
140016,14016,1992,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOA","MOT","2","PP-BB","BB","B","p2","+90",NA
140017,14017,1992,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MRR","MR","-9","BB","BB","B","p2","+90",NA
140018,14018,1992,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOR","MOT","2","BB","BB","B","p2",NA,NA
140019,14019,1992,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOR","MOT","-9","BB","BB","B","p2","+140",NA
140020,14020,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MUO","MU","2","PP-BB","BB","B","p4","+160",NA
140021,14021,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","-9","BB","BB","B","p2","+145",NA
140022,14022,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOR","MOT","2","BB-SS","SS","S",NA,"+85",NA
140023,14023,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOM","MOM","-9","BB","BB","B",NA,"+100",NA
140024,14024,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","BB","BB","B","p2","+90",NA
140025,14025,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","2","BB","BB","B","p2","+140",NA
140026,14026,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU","-9","BB","BB","B",NA,"+90",NA
140027,14027,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRA","MR","-9","BB-SS","SS","S",NA,"+90",NA
140028,14028,1992,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MRR","MR","-9","BB-PP","PP","P",NA,"+90",NA
140029,14029,1992,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOA","MOT","-9","BB","BB","B",NA,"+140",NA
140030,14030,1992,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MRR","MR","-9","PP","PP","P",NA,NA,NA
140031,14031,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRA","MR",NA,"BB-PP","PP","P",NA,"+90",NA
140032,14032,1992,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MRA","MR","-9","BB","BB","B",NA,"+80",NA
140033,14033,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOF","MOF",NA,"SS","SS","S",NA,"+85",NA
140034,14034,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR","-9","BB","BB","B",NA,"+90",NA
140035,14035,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR","-9","BB","BB","B",NA,"+90",NA
140036,14036,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROA","RO",NA,"FS","FS","F",NA,NA,NA
140037,14037,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROA","RO","-9","PP-BB","BB","B","p2",NA,NA
140038,14038,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROR","RO","-9","PP-BB","BB","B","p2","+90",NA
140039,14039,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-9","BB-PP","PP","P",NA,NA,NA
140040,14040,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRA","MR","-9","PP-BB","BB","B","p3",NA,NA
140041,14041,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRA","MR","-9","BB","BB","B","p3",NA,NA
140042,14042,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","GMO","MOT","-9","SS-BB","BB","B",NA,NA,NA
140043,14043,1992,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","-9","SS-BB","BB","B",NA,NA,NA
140044,14044,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROA","RO","-9","BB","BB","B",NA,NA,NA
140045,14045,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROA","RO","-9","PP-BB","BB","B","p2",NA,NA
140046,14046,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRA","MR","-9","PP-BB","BB","B","p3",NA,NA
140047,14047,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR","-9","SS-PP","PP","P",NA,NA,NA
140048,14048,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRA","MR","-9","PP","PP","P",NA,NA,NA
140049,14049,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROR","RO","-9","BB","BB","B","p2",NA,NA
140050,14050,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRA","MR","-9","BB","BB","B","p2",NA,NA
140051,14051,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","GMO","MOT","-9","BB","BB","B",NA,NA,NA
140052,14052,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-9","SS-BB","BB","B",NA,NA,NA
140053,14053,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","GMO","MOT","-9","LL-BB","BB","B",NA,NA,NA
140054,14054,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR","-9","SS","SS","S","p2","+90",NA
140055,14055,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-9","BB-SS","SS","S",NA,"+90",NA
140056,14056,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-9","BB-SS","SS","S",NA,"+90",NA
140057,14057,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR","2","BB","BB","B",NA,NA,NA
140058,14058,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR","-9","BB-SS","SS","S","p2",NA,NA
140059,14059,1992,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOA","MOT","-9","BB","BB","B","p2","+90",NA
140060,14060,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOR","MOT","2","SS","SS","S",NA,"+75",NA
140061,14061,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B",NA,NA,NA
140062,14062,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","2","BB","BB","B","p2","+90",NA
140063,14063,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p2","+90",NA
140064,14064,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","-9","BB","BB","B",NA,"+110",NA
140065,14065,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOA","MOT","-9","PP-BB","BB","B","p3","+90",NA
140066,14066,1992,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOA","MOT","-9","SS","SS","S","p2","+90",NA
140067,14067,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","SS","SS","S",NA,"+85",NA
140068,14068,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR","2","SS-BB","BB","B",NA,NA,NA
140089,14089,1995,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","-9","BB-GG","GG","G",NA,"+145",NA
140102,14102,1996,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRR","MR","-9","GG","GG","G","p3","+100",NA
140175,14175,1995,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","-9","BB","BB","B",NA,"+80",NA
140187,14187,1995,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOR","MOT","2","BB","BB","B",NA,"+90",NA
140234,14234,1995,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRA","MR","2","BB","BB","B",NA,NA,NA
140252,14252,1997,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR","-9","BB","BB","B","p2","+125",NA
140254,14254,1997,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","-9","BB","BB","B",NA,"+90",NA
140315,NA,-2,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOA","MOT","-9","BB","BB","B",NA,"+80",NA
140316,NA,-2,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU","-9","LL-BB","BB","B",NA,"+95",NA
150000,15000,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB-RN","RN","R","p2",NA,"-1/-1/-1/-1/-1"
150002,15002,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
150003,15003,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR","-9","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
150004,15004,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU","-9","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
150005,15005,1992,2005,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT","-9","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
150006,15006,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRA","MR","-9","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
150007,15007,1992,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM","-9","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
150008,15008,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROA","RO","-9","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
150009,15009,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","SS-BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
150010,15010,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MUO","MU","-9","SS-BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
150011,15011,1992,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOR","MOT","-9","SS-RQ","RQ","R","p1",NA,"-1/-1/-1/-1/-1"
150012,15012,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
150013,15013,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOR","MOT","-9","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
150014,15014,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
150015,15015,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
150016,15016,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB-PP","PP","P","-9",NA,"-1/-1/-1/-1/-1"
150017,15017,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU","-9","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
150019,15019,1991,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MUO","MU","-9","BB-SS","SS","S","p1",NA,"-1/-1/-1/-1/-1"
150020,15020,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","SS-LL","LL","L","p2",NA,"-1/-1/-1/-1/-1"
150021,15021,1992,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOM","MOM","-9","LL-TT","TT","T","p1",NA,"-1/-1/-1/-1/-1"
150022,15022,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU","-9","LF","LF","L","p1",NA,"-1/-1/-1/-1/-1"
150023,15023,1992,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","LL","LL","L","p1",NA,"-1/-1/-1/-1/-1"
150024,15024,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","-9","BB-SS","SS","S","p1",NA,"-1/-1/-1/-1/-1"
150025,15025,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRA","MR","-9","BB-RQ","RQ","R","p2",NA,"-1/-1/-1/-1/-1"
150026,15026,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
150029,15029,1992,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","GMO","MOT","-9","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
150030,15030,1991,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","-9","BB","BB","B","p3",NA,"-1/-1/-1/-1/-1"
150032,15032,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRA","MR","-9","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
150033,15033,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU","-9","LL","LL","L","p1",NA,"-1/-1/-1/-1/-1"
150034,15034,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","PP-BB","BB","B","-9",NA,"-1/-1/-1/-1/-1"
150036,15036,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
150037,15037,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
150040,15040,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","-9","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
150041,15041,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM","-9","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
150042,15042,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","PP-BB","BB","B","-9",NA,"-1/-1/-1/-1/-1"
150043,15043,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROR","RO","-9","RN","RN","R","p1",NA,"-1/-1/-1/-1/-1"
150044,15044,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRA","MR","-9","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
150045,15045,1992,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR","-9","PP","PP","P","-9",NA,"-1/-1/-1/-1/-1"
150047,15047,1992,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOA","MOT","-9","PP-BB","BB","B","-9",NA,"-1/-1/-1/-1/-1"
150049,15049,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
150050,15050,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU","-9","LL","LL","L","p1",NA,"-1/-1/-1/-1/-1"
150051,15051,1992,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUT","MU","-9","SS-BB","BB","B","p1",NA,"-1/-1/-1/-1/-1"
150052,15052,1992,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","LL","LL","L","p1",NA,"-1/-1/-1/-1/-1"
150053,15053,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","-9","RQ-SS","SS","S","p1",NA,"-1/-1/-1/-1/-1"
150054,15054,1992,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MRR","MR","-9","SS-LL","LL","L","p1",NA,"-1/-1/-1/-1/-1"
150055,15055,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","-9","BB","BB","B","p2",NA,"-1/-1/-1/-1/-1"
150057,15057,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRR","MR","2","PP","PP","P","-9",NA,"-1/AR/-1/-1/-1"
150058,15058,1991,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","2","BB","BB","B","p3",NA,"-1/AR/-1/-1/-1"
150059,15059,1991,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","2","BB","BB","B","p2",NA,"-1/AR/-1/-1/-1"
150060,15060,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","2","BB","BB","B","p1",NA,"-1/AR/-1/-1/-1"
150061,15061,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","2","BB","BB","B","p1",NA,"-1/AR/-1/-1/-1"
